pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2026 Clustering and preferential sampling in homogeneous shear turbulence Particle-laden turbulent flows are ubiquitous in nature and engineering. We studied the clustering properties and mechanism active in HST.
